service_request_id,requested_datetime,updated_datetime,source,service_name,description,agency_responsible,address,council_district,status_description,lat,long
5096161,2018-07-27 12:12:00,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - SIGNS MARKINGS," GABRIEL DR , LOUISVILLE, KY, 40258",12,CLOSED,38.1584823043,-85.8535818118
5099820,2018-07-27 12:13:00,,UNKNOWN,STREET POTHOLE,"STREET POTHOLE, POTHL",LPM,"2803 RALPH AVE , SHIVELY, KY, 40216",3,OPEN,38.2068184944,-85.8194694218
5099824,2018-07-27 12:15:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"4106 VERMONT AVE , LOUISVILLE, KY, 40211",5,OPEN,38.2566950031,-85.8193422404
5099822,2018-07-27 12:15:01,,UNKNOWN,LIGHTING REPAIR,"LIGHTING REPAIR, STREET LIGHT, STLGT",PUBLIC WORKS ADMINISTRATION,"253 KENOAK DR , LOUISVILLE, KY, 40214",21,CLOSED,38.1661358144,-85.7732639989
5099827,2018-07-27 12:17:02,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"4220 BROOKHAVEN AVE , LOUISVILLE, KY, 40220",26,CLOSED,38.2275607639,-85.6239288759
5099828,2018-07-27 12:18:00,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"406 LEDGEVIEW PARK DR , LOUISVILLE, KY, 40206",9,CLOSED,38.2491451991,-85.7012604296
5099830,2018-07-27 12:21:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"691 S 44TH ST 1, LOUISVILLE, KY, 40211",5,CLOSED,38.2511986428,-85.8249108431
5099833,2018-07-27 12:21:00,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"691 S 44TH ST 1, LOUISVILLE, KY, 40211",5,OPEN,38.2511986428,-85.8249108431
5099834,2018-07-27 12:22:00,,UNKNOWN,ANIMAL CRUELTY,"ANIMAL CRUELTY, MISTREATED, NEGLECTED, ANIMC",ANIMAL SERVICES,"3117 PRESTON HWY , LOUISVILLE, KY, 40213",21,CLOSED,38.204391415,-85.7356864941
5099835,2018-07-27 12:24:00,,UNKNOWN,NEW RECYCLE CART,"NEW RECYCLE CART, RECYN, SWMS",SWMS - ADMINISTRATION,"4009 S 2ND ST , LOUISVILLE, KY, 40214",15,CLOSED,38.1976608957,-85.762983052
5099837,2018-07-27 12:24:00,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"3117 PRESTON HWY , LOUISVILLE, KY, 40213",21,CLOSED,38.204391415,-85.7356864941
5081396,2018-07-27 12:25:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"102 POPE ST , LOUISVILLE, KY, 40206",9,CLOSED,38.2539932906,-85.7183361591
5099838,2018-07-27 12:25:00,,UNKNOWN,STREET TREE,"STREET EASEMENT TREES, OBSTRUCTION, ROWOB",LPM,"393 MOCKINGBIRD VALLEY RD , MOCKINGBIRD VALLEY, KY, 40207",7,OPEN,38.2707074334,-85.6811693489
5099836,2018-07-27 12:25:24,,UNKNOWN,SUGGESTION,"SUGGESTION, OPINION, SUGOP",MAYOR'S OFFICE," E WITHERSPOON ST , LOUISVILLE, KY, 40202",4,CLOSED,38.2600651291,-85.7367502212
5099730,2018-07-27 12:27:00,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"716 S 31ST ST , LOUISVILLE, KY, 40211",1,CLOSED,38.2490161775,-85.8039292066
5099844,2018-07-27 12:30:00,,UNKNOWN,MOSQUITOS,"MOSQUITOES, MOSQT",HEALTH DEPT - ENVIR. HEALTH,"6107 CHAMBERS WAY , LOUISVILLE, KY, 40229",24,CLOSED,38.1113212394,-85.648725013
5099845,2018-07-27 12:30:00,,UNKNOWN,VEHICLE PVT PROP,"VEHICLE PRIVATE PROPERTY, ABANDONED, INOPERABLE, NOT LICENSED, AVPRI",IPL-PROPERTY MAINTENANCE DIV.,"8804 LAKERIDGE DR , LOUISVILLE, KY, 40272",25,CLOSED,38.125024278,-85.8188695701
5099846,2018-07-27 12:31:00,,UNKNOWN,PARK MAINTAIN,"PARK MAINTENANCE ALL, PKMTN, PKREP, PKREC",METRO PARKS,"1000 AMPHITHEATER RD , LOUISVILLE, KY, 40214",15,CLOSED,38.1613981409,-85.7801981716
5099851,2018-07-27 12:33:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"3117 PRESTON HWY , LOUISVILLE, KY, 40213",21,CLOSED,38.204391415,-85.7356864941
5080222,2018-07-27 12:37:00,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"2323 MONTGOMERY ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2713784237,-85.7859858713
5099856,2018-07-27 12:40:00,,UNKNOWN,ALLEY RESURFACE,"ALLEY RESURFACE, PAVE",LPM,"1236 BICKNELL AVE , LOUISVILLE, KY, 40215",21,OPEN,38.1830302816,-85.7828073299
5099859,2018-07-27 12:42:10,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"2438 ELLIOTT AVE , LOUISVILLE, KY, 40211",6,CLOSED,38.2503326821,-85.7930843243
5099860,2018-07-27 12:43:00,,UNKNOWN,JUNK VIOLATION,"JUNK VIOLATION, JUNKV, SWMS",SWMS - ENFORCEMENT UNIT,"227 MOUNT HOLLY AVE 1, LOUISVILLE, KY, 40206",9,CLOSED,38.2601382097,-85.7028559647
5099861,2018-07-27 12:43:13,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"2500 ELLIOTT AVE , LOUISVILLE, KY, 40211",6,CLOSED,38.2503571939,-85.7933077391
5099862,2018-07-27 12:44:00,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"308 MOCKINGBIRD GARDENS DR , LOUISVILLE, KY, 40207",9,CLOSED,38.2614879627,-85.6708237241
5099863,2018-07-27 12:47:51,,UNKNOWN,RAT BAITING,"RATS, PRIVATE PROPERTY ONLY",IPL-PROPERTY MAINTENANCE DIV.,"116 S 22ND ST , LOUISVILLE, KY, 40212",4,CLOSED,38.2591860772,-85.7866997738
5099865,2018-07-27 12:49:00,,UNKNOWN,VAP LOT WEEDS,"PRIVATE PROPERTY, VACANT LOT, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"600 BEECHER ST , LOUISVILLE, KY, 40215",15,CLOSED,38.1916802921,-85.7713529728
5099867,2018-07-27 12:50:00,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"512 DALE AVE , LOUISVILLE, KY, 40214",21,OPEN,38.1727625387,-85.773921209
5099869,2018-07-27 12:50:40,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"3609 DEIBEL WAY , LOUISVILLE, KY, 40220",26,CLOSED,38.2189694443,-85.6370051009
5099871,2018-07-27 12:52:00,,UNKNOWN,RAT BAITING,"RATS, PRIVATE PROPERTY ONLY",IPL-PROPERTY MAINTENANCE DIV.,"601 RAWLINGS ST , LOUISVILLE, KY, 40217",15,OPEN,38.2215728811,-85.746854246
5099872,2018-07-27 12:52:00,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"2624 ROWAN ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2620591515,-85.7947930128
5099874,2018-07-27 12:53:42,,UNKNOWN,VEHICLE PVT PROP,"VEHICLE PRIVATE PROPERTY, ABANDONED, INOPERABLE, NOT LICENSED, AVPRI",IPL-PROPERTY MAINTENANCE DIV.,"3109 DEBERA WAY , LOUISVILLE, KY, 40220",11,CLOSED,38.2154870779,-85.6204981121
5099806,2018-07-27 12:54:00,,UNKNOWN,STREET HAZARD,"STREET OBSTRUCTION, POSSIBLE DANGER TO MOTORISTS, DOWNED TREES, ROWOB",LPM," FLAT ROCK RD , LOUISVILLE, KY, 40245",19,CLOSED,38.2753389475,-85.4429221105
5098303,2018-07-27 12:55:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"1417 S 28TH ST , LOUISVILLE, KY, 40211",1,OPEN,38.2333768577,-85.8005166506
5099876,2018-07-27 12:56:12,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"1706 ADELIA AVE , LOUISVILLE, KY, 40210",3,CLOSED,38.217145514,-85.7926475615
5095733,2018-07-27 12:57:00,,UNKNOWN,NOISE CONCERNS,"ILLEGAL NOISE, MUSIC, NOT ANIMAL NOISE",METRO POLICE DEPARTMENT,"1512 PORTLAND AVE , LOUISVILLE, KY, 40203",5,OPEN,38.2620213351,-85.7748887944
5099879,2018-07-27 12:58:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"3012 VIRGINIA AVE , LOUISVILLE, KY, 40211",1,CLOSED,38.2382192083,-85.8046140314
5099882,2018-07-27 13:02:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"1615 EARL AVE , LOUISVILLE, KY, 40215",6,OPEN,38.2092440141,-85.7851563339
5099883,2018-07-27 13:02:00,,UNKNOWN,NOISE CONCERNS,"ILLEGAL NOISE, MUSIC, NOT ANIMAL NOISE",METRO POLICE DEPARTMENT,"1512 PORTLAND AVE , LOUISVILLE, KY, 40203",5,OPEN,38.2620213351,-85.7748887944
5099886,2018-07-27 13:02:00,,UNKNOWN,SUGGESTION,"SUGGESTION, OPINION, SUGOP",MAYOR'S OFFICE,"1512 PORTLAND AVE , LOUISVILLE, KY, 40203",5,CLOSED,38.2620213351,-85.7748887944
5099892,2018-07-27 13:02:00,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"1615 EARL AVE , LOUISVILLE, KY, 40215",6,OPEN,38.2092440141,-85.7851563339
5099885,2018-07-27 13:03:09,,UNKNOWN,NJUNK QUESTION,JUNK QUESTIONS,NON SERVICE SWMS,"647 LOUIS COLEMAN JR DR , LOUISVILLE, KY, 40211",5,CLOSED,38.2518625613,-85.8075564953
5099887,2018-07-27 13:04:00,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," PRINCETON AVE , LOUISVILLE, KY, 40258",12,CLOSED,38.1490187527,-85.8482162869
5099888,2018-07-27 13:04:00,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - SIGNS MARKINGS," N HURSTBOURNE PKY ,  , KY, 40223",18,OPEN,38.2655370987,-85.564275283
5099891,2018-07-27 13:05:00,,UNKNOWN,WEATHER RELATED,"WEATHER RELATED, STORM",PUBLIC WORKS STORM/SNOW EVENT,"456 N 25TH ST , LOUISVILLE, KY, 40212",5,OPEN,38.2681681386,-85.7888894424
5099895,2018-07-27 13:05:00,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"454 N 25TH ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2681040718,-85.7889577559
5099893,2018-07-27 13:07:00,,UNKNOWN,DUST,"DUST, OUTDOOR AIR, DEPOSITED SURFACES",AIR POLLUTION CONTROL," BARDSTOWN RD , LOUISVILLE, KY, 40218",10,CLOSED,38.1933628641,-85.6494220896
5099898,2018-07-27 13:09:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"3814 DOWNING WAY , LOUISVILLE, KY, 40218",10,OPEN,38.1986486479,-85.6515471412
5099900,2018-07-27 13:11:00,,UNKNOWN,STREET TREE,"STREET EASEMENT TREES, OBSTRUCTION, ROWOB",LPM," PRINCETON AVE , LOUISVILLE, KY, 40258",12,OPEN,38.1490187527,-85.8482162869
5084439,2018-07-27 13:16:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"3904 JEWELL AVE , LOUISVILLE, KY, 40212",5,CLOSED,38.2675406164,-85.8133968275
5099903,2018-07-27 13:18:00,,UNKNOWN,STREET TREE,"STREET EASEMENT TREES, OBSTRUCTION, ROWOB",LPM," WINGFIELD LN , LOUISVILLE, KY, 40210",3,OPEN,38.2190862539,-85.7981534124
5099904,2018-07-27 13:18:47,,UNKNOWN,NJUNK QUESTION,JUNK QUESTIONS,NON SERVICE SWMS,"3152 VERMONT AVE , LOUISVILLE, KY, 40211",5,CLOSED,38.2550989644,-85.8047907855
5099907,2018-07-27 13:19:00,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - SIGNS MARKINGS,"9111 MAHONEY DR , LOUISVILLE, KY, 40258",14,OPEN,38.1219495589,-85.8612629992
5099905,2018-07-27 13:19:15,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"4511 ARAL DR , LOUISVILLE, KY, 40219",2,CLOSED,38.1709085374,-85.6755173035
5099908,2018-07-27 13:20:00,,UNKNOWN,TRAFFIC CONCERN,"TRAFFIC CONCERN, SPEED, ILLEGAL PARKING OUTSIDE PARC AREAS, ILLPK, TRAFC",METRO POLICE DEPARTMENT,"3506 DEIBEL WAY , LOUISVILLE, KY, 40220",26,CLOSED,38.2162041664,-85.6351317597
5099865,2018-07-27 13:23:00,,UNKNOWN,VAP LOT WEEDS,"PRIVATE PROPERTY, VACANT LOT, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"600 BEECHER ST , LOUISVILLE, KY, 40215",15,CLOSED,38.1916802921,-85.7713529728
5099912,2018-07-27 13:25:06,,UNKNOWN,NYARDWASTE QUEST,YARD WASTE QUESTIONS,NON SERVICE SWMS,"600 BEECHER ST , LOUISVILLE, KY, 40215",15,CLOSED,38.1916802921,-85.7713529728
5099915,2018-07-27 13:26:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"1709 ADELIA AVE , LOUISVILLE, KY, 40210",3,CLOSED,38.2176780282,-85.7926693111
5099916,2018-07-27 13:26:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"7507 TERRY RD , LOUISVILLE, KY, 40258",12,CLOSED,38.1428959715,-85.8702402399
5099918,2018-07-27 13:26:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"6207 DEWITT DR , LOUISVILLE, KY, 40258",12,CLOSED,38.1418181478,-85.8703275123
5099919,2018-07-27 13:26:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"6301 DEWITT DR , LOUISVILLE, KY, 40258",12,CLOSED,38.1418508938,-85.8705403737
5099927,2018-07-27 13:30:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"2832 SLEVIN ST , LOUISVILLE, KY, 40212",5,OPEN,38.2662022978,-85.7971628386
5099923,2018-07-27 13:30:04,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"2832 SLEVIN ST , LOUISVILLE, KY, 40212",5,OPEN,38.2662022978,-85.7971628386
5088502,2018-07-27 13:31:00,,UNKNOWN,GUARDRAIL NEW,GUARDRAIL NEW,Public Works Engineering Div.,"9114 BIG BOULDER DR , LOUISVILLE, KY, 40291",22,OPEN,38.1150396419,-85.6031339025
5099925,2018-07-27 13:31:00,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"1127 CECIL AVE , LOUISVILLE, KY, 40211",1,CLOSED,38.2408534469,-85.8214062235
5091176,2018-07-27 13:33:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"1774 BERNHEIM LN , LOUISVILLE, KY, 40210",3,OPEN,38.2209920415,-85.7904489755
5099926,2018-07-27 13:34:00,,UNKNOWN,ZONING CONCERNS,"ZONING, ILLEGAL BUSINESS OR SIGNS ON PRIVATE PROPERTY, ILSGN, ZONE",IPL-PROPERTY MAINTENANCE DIV.,"4208 CHURCHILL RD , ST MATTHEWS, KY, 40207",9,OPEN,38.2474774343,-85.6424458929
5099929,2018-07-27 13:35:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"2417 W BROADWAY , LOUISVILLE, KY, 40211",6,OPEN,38.2496779921,-85.792332085
5099932,2018-07-27 13:35:00,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"2417 W BROADWAY , LOUISVILLE, KY, 40211",6,CLOSED,38.2496779921,-85.792332085
5099928,2018-07-27 13:35:37,,UNKNOWN,STREET CLEANING,"STREET CLEANING, STCL, SWMS",SWMS - BULK WASTE,"710 HENRY FIRPO ST , LOUISVILLE, KY, 40203",4,CLOSED,38.2407191653,-85.7416006382
5065260,2018-07-27 13:36:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"313 N BIRCHWOOD AVE , LOUISVILLE, KY, 40206",9,CLOSED,38.2614832339,-85.6938300574
5099930,2018-07-27 13:36:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"3503 WHEELER AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.1955873116,-85.7879895176
5099936,2018-07-27 13:39:00,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"1896 PRINCETON DR , LOUISVILLE, KY, 40205",8,CLOSED,38.2238637984,-85.6973784786
5099938,2018-07-27 13:39:00,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"1896 PRINCETON DR , LOUISVILLE, KY, 40205",8,CLOSED,38.2238637984,-85.6973784786
5099937,2018-07-27 13:40:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"1040 MARY ST , LOUISVILLE, KY, 40204",4,OPEN,38.2335288177,-85.7351647271
5099943,2018-07-27 13:43:18,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"1107 MARKWELL LN , LOUISVILLE, KY, 40219",13,CLOSED,38.1384252127,-85.6937728334
5099946,2018-07-27 13:44:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"2900 WYANDOTTE AVE , LOUISVILLE, KY, 40210",3,CLOSED,38.2248437402,-85.8040318903
5099947,2018-07-27 13:44:00,,UNKNOWN,NEW RECYCLE CART,"NEW RECYCLE CART, RECYN, SWMS",SWMS - ADMINISTRATION,"3808 TAYLORSVILLE RD , LOUISVILLE, KY, 40220",26,CLOSED,38.2200152452,-85.6347379371
5099948,2018-07-27 13:44:56,,UNKNOWN,STRAY ANIMAL,"STRAY ANIMAL, LOOSE, ANIMS",ANIMAL SERVICES,"138 E AMHERST AVE , LOUISVILLE, KY, 40214",21,CLOSED,38.1753822075,-85.7606476511
5099949,2018-07-27 13:45:00,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," GRINSTEAD DR , LOUISVILLE, KY, 40206",9,CLOSED,38.2485883612,-85.6969596412
5099950,2018-07-27 13:45:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"239 CECIL AVE , LOUISVILLE, KY, 40212",5,CLOSED,38.2614146062,-85.8180195859
5099952,2018-07-27 13:47:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"1218 S 6TH ST 1, LOUISVILLE, KY, 40203",6,CLOSED,38.2346099215,-85.7641077855
5099954,2018-07-27 13:47:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"5911 CATHEEN WAY , LOUISVILLE, KY, 40213",21,CLOSED,38.1636219483,-85.7066809624
5099956,2018-07-27 13:47:49,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"2212 W ORMSBY AVE , LOUISVILLE, KY, 40210",6,CLOSED,38.2356144049,-85.7920717825
5099962,2018-07-27 13:49:25,,UNKNOWN,NNON EMERG LMPD,POLICE 574-LMPD,N-POLICE & JUDICIAL,"4113 ST CHARLES LN , LOUISVILLE, KY, 40218",2,CLOSED,38.1865016488,-85.6640621035
5099965,2018-07-27 13:49:47,,UNKNOWN,NJUNK WEEK,JUNK WEEK,N-PICKUP DAYS,"508 LAMPTON ST , LOUISVILLE, KY, 40203",4,CLOSED,38.2417748806,-85.7458080128
5099966,2018-07-27 13:50:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"2938 GRINSTEAD DR , LOUISVILLE, KY, 40206",9,OPEN,38.2527709819,-85.6845389591
5099967,2018-07-27 13:50:00,,UNKNOWN,NEW RECYCLE CART,"NEW RECYCLE CART, RECYN, SWMS",SWMS - ADMINISTRATION,"917 E CHESTNUT ST , LOUISVILLE, KY, 40204",4,CLOSED,38.2468011176,-85.7363137184
5099968,2018-07-27 13:52:00,,UNKNOWN,STREET TREE,"STREET EASEMENT TREES, OBSTRUCTION, ROWOB",COMMUNITY FORESTRY ARBORIST,"7409 WATSON LN , LOUISVILLE, KY, 40272",14,CLOSED,38.0628009918,-85.9026819168
5099970,2018-07-27 13:53:00,,UNKNOWN,ILLEGAL DUMPING,"ILLEGAL DUMPING, NOT ON PRIVATE PROPERTY, DUMPV, SWMS",SWMS - ENFORCEMENT UNIT,"2610 HALE AVE , LOUISVILLE, KY, 40211",1,OPEN,38.2389509336,-85.7966659571
5099973,2018-07-27 13:58:00,,UNKNOWN,ILLEGAL DUMPING,"ILLEGAL DUMPING, NOT ON PRIVATE PROPERTY, DUMPV, SWMS",SWMS - ENFORCEMENT UNIT," DIXIE HWY , LOUISVILLE, KY, 40272",14,CLOSED,38.0920699739,-85.8759540696
5099974,2018-07-27 13:58:49,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"2612 TUCKER STATION RD , LOUISVILLE, KY, 40299",20,CLOSED,38.2017348597,-85.5296685082
5099977,2018-07-27 14:01:00,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"1279 PARKWAY GARDENS CT , LOUISVILLE, KY, 40217",10,CLOSED,38.2255273827,-85.7294238119
5099978,2018-07-27 14:02:00,,UNKNOWN,OVERGROWTH,"OVERGROWN, WEEDS, GRASS, OBSTRUCTION, ROWOB",LPM," BETHANY LN , LOUISVILLE, KY, 40272",14,OPEN,38.0956679623,-85.8738805908
5099980,2018-07-27 14:02:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"535 BRENTWOOD AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.1950005594,-85.7703088556
5099987,2018-07-27 14:06:00,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"2724 RIEDLING DR 1, LOUISVILLE, KY, 40206",9,CLOSED,38.2602739164,-85.6943493812
5099989,2018-07-27 14:06:00,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"2722 RIEDLING DR 1, LOUISVILLE, KY, 40206",9,CLOSED,38.2602342178,-85.6946725227
5099995,2018-07-27 14:06:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"2722 RIEDLING DR 1, LOUISVILLE, KY, 40206",9,CLOSED,38.2602342178,-85.6946725227
5099990,2018-07-27 14:08:00,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - ELEC MAINT," N HURSTBOURNE PKY ,  , KY, 40223",18,OPEN,38.2655370987,-85.564275283
5099992,2018-07-27 14:09:00,,UNKNOWN,BEDBUGS CODES,"BEDBUGS, BEDBG, LPM RESIDENTIAL",IPL-PROPERTY MAINTENANCE DIV.,"2515 WALLACE AVE 19, LOUISVILLE, KY, 40205",8,CLOSED,38.2245507886,-85.6822027415
5099994,2018-07-27 14:10:27,,UNKNOWN,LIGHTING REPAIR,"LIGHTING REPAIR, STREET LIGHT, STLGT",PUBLIC WORKS ADMINISTRATION,"413 GWENDOLYN ST , LOUISVILLE, KY, 40203",4,CLOSED,38.2336705637,-85.7487887617
5099996,2018-07-27 14:11:00,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"2916 TAYLOR BLVD , LOUISVILLE, KY, 40208",6,CLOSED,38.2079514597,-85.774603461
